Silkbase_id,NCBI_id,TF,KEGG_id,Silkbase_description,GO_description,KEGG_description
KWMTBOMO01755,LOC101740688,_,101740688,PREDICTED:_carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_1_[Amyelois_transitella],GO:0016791|phosphatase activity|molecular function,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1sK15731 CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
KWMTBOMO01756,LOC101740931,_,101740931,PREDICTED:_alsin_[Bombyx_mori],-,alsinsK04575 ALS2; amyotrophic lateral sclerosis 2 protein
KWMTBOMO01757,eIF3h,_,692388,eukaryotic_translation_initiation_factor_3_subunit_H_[Bombyx_mori],GO:0003743|translation initiation factor activity|molecular function;GO:0005515|protein binding|molecular function;GO:0005737|cytoplasm|cellular component;GO:0005852|eukaryotic translation initiation factor 3 complex|cellular component,eIF3h; eukaryotic translation initiation factor 3 subunit HsK03247 EIF3H; translation initiation factor 3 subunit H
KWMTBOMO01758,LOC101741073,_,101741073,PREDICTED:_homeobox_protein_aristaless-like_[Bombyx_mori],GO:0003677|DNA binding|molecular function,homeobox protein aristaless isoform X1sK09452 ARX; homeobox protein aristaless-related
KWMTBOMO01759,NA,_,105841762,PREDICTED:_uncharacterized_protein_LOC105841762_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO01760,NA,Homeobox,101741073,PREDICTED:_homeobox_protein_aristaless-like_[Bombyx_mori],GO:0003677|DNA binding|molecular function,homeobox protein aristaless isoform X1sK09452 ARX; homeobox protein aristaless-related
KWMTBOMO01761,NA,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO01762,LOC101737825,Homeobox,101737825,PREDICTED:_homeobox_protein_aristaless-like_[Bombyx_mori],"GO:0003677|DNA binding|molecular function;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0043565|sequence-specific DNA binding|molecular function",homeobox protein aristalesssK09452 ARX; homeobox protein aristaless-related
KWMTBOMO01763,LOC101736598,_,101736598,PREDICTED:_leucine-rich_repeat_and_calponin_homology_domain-containing_protein_1-like_isoform_X1_[Papilio_xuthus],GO:0005515|protein binding|molecular function,NA
KWMTBOMO01764,LOC101737957,_,101743906,PREDICTED:_LOW_QUALITY_PROTEIN:_uncharacterized_protein_LOC101743906_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO01765,LOC101738090,_,101740078,PREDICTED:_cAMP-dependent_protein_kinase_catalytic_subunit_alpha-like_[Amyelois_transitella],GO:0004672|protein kinase activity|molecular function;GO:0004674|protein serine/threonine kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process,cAMP-dependent protein kinase catalytic subunit alpha-likesK04345 PKA; protein kinase A [EC:2.7.11.11]
KWMTBOMO01766,LOC101738219,_,101738219,"PREDICTED:_elongation_factor_G,_mitochondrial_[Amyelois_transitella]",GO:0003746|translation elongation factor activity|molecular function;GO:0003924|GTPase activity|molecular function;GO:0005525|GTP binding|molecular function;GO:0006414|translational elongation|biological process,elongation factor GsK02355 fusA; elongation factor G
KWMTBOMO01767,LOC101738350,_,101738350,PREDICTED:_sodium-driven_chloride_bicarbonate_exchanger_isoform_X1_[Papilio_machaon],GO:0005452|inorganic anion exchanger activity|molecular function;GO:0006820|anion transport|biological process;GO:0008509|anion transmembrane transporter activity|molecular function;GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component,"electroneutral sodium bicarbonate exchanger 1 isoform X1sK13861 SLC4A10; solute carrier family 4 (sodium bicarbonate transporter), member 10"
KWMTBOMO01768,NA,_,105841788,gag-like_protein_[Bombyx_mori],-,NA
KWMTBOMO01769,LOC110385051,_,105842121,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO01770,LOC101738490,_,101738490,PREDICTED:_LOW_QUALITY_PROTEIN:_protein_Wnt-4_[Bombyx_mori],GO:0005102|signaling receptor binding|molecular function;GO:0005576|extracellular region|cellular component;GO:0007275|multicellular organism development|biological process;GO:0016055|Wnt signaling pathway|biological process,"protein Wnt-4sK01064 WNT9; wingless-type MMTV integration site family, member 9"
KWMTBOMO01771,WNT-1,_,692745,WNT_[Helicoverpa_armigera],GO:0005102|signaling receptor binding|molecular function;GO:0005576|extracellular region|cellular component;GO:0007275|multicellular organism development|biological process;GO:0016055|Wnt signaling pathway|biological process,"WNT-1; protein Wnt-1 precursorsK03209 WNT1; wingless-type MMTV integration site family, member 1"
KWMTBOMO01772,LOC101741216,_,101741216,PREDICTED:_protein_Wnt-6_[Bombyx_mori],GO:0005102|signaling receptor binding|molecular function;GO:0005576|extracellular region|cellular component;GO:0007275|multicellular organism development|biological process;GO:0016055|Wnt signaling pathway|biological process,"protein Wnt-6sK00445 WNT6; wingless-type MMTV integration site family, member 6"
KWMTBOMO01773,LOC101741036,_,101741036,"PREDICTED:_protein_Wnt-10-like,_partial_[Bombyx_mori]",GO:0005102|signaling receptor binding|molecular function;GO:0005576|extracellular region|cellular component;GO:0007275|multicellular organism development|biological process;GO:0016055|Wnt signaling pathway|biological process,"protein Wnt-10bsK01357 WNT10; wingless-type MMTV integration site family, member 10"
KWMTBOMO01774,LOC101740895,_,101740895,PREDICTED:_neither_inactivation_nor_afterpotential_protein_C_[Amyelois_transitella],GO:0003774|motor activity|molecular function;GO:0004672|protein kinase activity|molecular function;GO:0005515|protein binding|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process;GO:0016459|myosin complex|cellular component,neither inactivation nor afterpotential protein CsK08834 MYO3; myosin III [EC:2.7.11.1]
KWMTBOMO01775,LOC101738752,_,101740753,PREDICTED:_zinc_finger_protein_131-like_isoform_X1_[Amyelois_transitella],GO:0003676|nucleic acid binding|molecular function;GO:0005515|protein binding|molecular function,NA
KWMTBOMO01776,LOC101738896,_,101738896,PREDICTED:_lipase_3-like_[Amyelois_transitella],"GO:0006629|lipid metabolic process|biological process;GO:0016788|hydrolase activity, acting on ester bonds|molecular function",NA
KWMTBOMO01777,LOC101737976,_,101737976,"PREDICTED:_protein_Hook_homolog_1-like,_partial_[Bombyx_mori]",-,NA
KWMTBOMO01778,LOC100313953,_,100313953,integrin_beta2_[Bombyx_mori],-,NA
KWMTBOMO01779,LOC101741357,_,101741357,integrin_beta3_[Bombyx_mori],-,NA
KWMTBOMO01780,LOC101744875,_,101744875,PREDICTED:_integrin_beta-PS-like_[Bombyx_mori],-,NA
KWMTBOMO01781,NA,_,105842121,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO01782,NA,_,101744029,endonuclease-reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO01783,NA,_,101745039,hypothetical_protein_KGM_01509_[Danaus_plexippus],GO:0017154|semaphorin receptor activity|molecular function;GO:0071526|semaphorin-plexin signaling pathway|biological process,NA
KWMTBOMO01784,LOC101739184,_,101739184,integrin_beta4_[Bombyx_mori],-,NA
KWMTBOMO01785,LOC101739321,_,101739321,PREDICTED:_serine/threonine-protein_kinase_26_[Bombyx_mori],GO:0004672|protein kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process,serine/threonine-protein kinase 26 isoform X1sK08838 STK24_25_MST4; serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]
KWMTBOMO01786,LOC101741442,_,101741442,PREDICTED:_tubulin_glycylase_3A-like_isoform_X2_[Bombyx_mori],GO:0006464|cellular protein modification process|biological process,tubulin glycylase 3A isoform X2sK16608 TTLL3_8; tubulin monoglycylase TTLL3/8 [EC:6.3.2.-]
KWMTBOMO01787,LOC101741583,_,101741583,"hypothetical_protein_OBRU01_16796,_partial_[Operophtera_brumata]",GO:0006464|cellular protein modification process|biological process,tubulin glycylase 3AsK16608 TTLL3_8; tubulin monoglycylase TTLL3/8 [EC:6.3.2.-]
KWMTBOMO01788,LOC101741727,_,101741727,PREDICTED:_UPF0430_protein_CG31712-like_isoform_X2_[Amyelois_transitella],-,UPF0430 protein CG31712sK13173 ARGLU1; arginine and glutamate-rich protein 1
KWMTBOMO01789,LOC692905,_,692905,mannose-P-dolichol_utilization_defect_1_protein_[Bombyx_mori],-,mannose-P-dolichol utilization defect 1 proteinsK09660 MPDU1; mannose-P-dolichol utilization defect 1
KWMTBOMO01790,LOC101741876,_,101741876,PREDICTED:_tetratricopeptide_repeat_protein_14_homolog_isoform_X3_[Bombyx_mori],GO:0005515|protein binding|molecular function,NA
KWMTBOMO01791,LOC110385726,_,101740429,putative_myb_transcription_factor_[Operophtera_brumata],-,NA
KWMTBOMO01792,LOC105842950,_,105842950,NA,-,NA
KWMTBOMO01793,NA,_,NA,PREDICTED:_uncharacterized_protein_LOC106115416_[Papilio_xuthus],-,NA
KWMTBOMO01794,LOC101742221,HMG,101742221,PREDICTED:_transcription_factor_Sox-2_[Bombyx_mori],"GO:0006355|regulation of transcription, DNA-templated|biological process",transcription factor SOX-14sK16796 SOX2; transcription factor SOX2 (SOX group B)
KWMTBOMO01795,LOC101742355,_,101742355,PREDICTED:_uncharacterized_protein_LOC101742355_[Bombyx_mori],-,NA
KWMTBOMO01796,LOC692987,_,692987,prohibitin_protein_WPH_[Bombyx_mori],GO:0016020|membrane|cellular component,prohibitin protein WPHsK17080 PHB1; prohibitin 1
KWMTBOMO01797,LOC101742507,_,101742507,PREDICTED:_inactive_peptidyl-prolyl_cis-trans_isomerase_shutdown-like_[Papilio_xuthus],GO:0034587|piRNA metabolic process|biological process,inactive peptidyl-prolyl cis-trans isomerase shutdown isoform X1sK09572 FKBP6; FK506-binding protein 6 [EC:5.2.1.8]
KWMTBOMO01798,LOC101739883,_,101739883,PREDICTED:_myosin-VIIa-like_isoform_X1_[Bombyx_mori],GO:0003774|motor activity|molecular function;GO:0005515|protein binding|molecular function;GO:0005524|ATP binding|molecular function;GO:0005856|cytoskeleton|cellular component;GO:0016459|myosin complex|cellular component;GO:0051015|actin filament binding|molecular function,myosin-VIIa isoform X1sK10359 MYO7A; myosin VIIa
KWMTBOMO01799,LOC733131,_,733131,proteasome_26S_non-ATPase_subunit_7_[Bombyx_mori],GO:0005515|protein binding|molecular function;GO:0005838|proteasome regulatory particle|cellular component,proteasome 26S non-ATPase subunit 7sK03038 PSMD7; 26S proteasome regulatory subunit N8
KWMTBOMO01800,LOC733043,_,733043,inosine_triphosphatase_[Bombyx_mori],GO:0009143|nucleoside triphosphate catabolic process|biological process;GO:0047429|nucleoside-triphosphate diphosphatase activity|molecular function,inosine triphosphatasesK01519 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
KWMTBOMO01801,LOC101742844,_,101742844,PREDICTED:_toll-like_receptor_8_[Bombyx_mori],GO:0005515|protein binding|molecular function,NA
KWMTBOMO01802,LOC693077,_,693077,L-threonine_dehydrogenase_[Bombyx_mori],GO:0003824|catalytic activity|molecular function;GO:0050662|coenzyme binding|molecular function,L-threonine dehydrogenasesK15789 TDH; threonine 3-dehydrogenase [EC:1.1.1.103]
KWMTBOMO01803,LOC101742986,_,101742986,PREDICTED:_transmembrane_protein_18_[Papilio_polytes],-,transmembrane protein 18sK22145 TMEM18; transmembrane protein 18
KWMTBOMO01804,LOC101743271,_,101743271,PREDICTED:_Golgi_apparatus_protein_1_[Papilio_machaon],GO:0000139|Golgi membrane|cellular component;GO:0016020|membrane|cellular component,NA
KWMTBOMO01805,LOC101743127,_,101743127,PREDICTED:_DNA_primase_large_subunit_isoform_X2_[Bombyx_mori],"GO:0003896|DNA primase activity|molecular function;GO:0006269|DNA replication, synthesis of RNA primer|biological process;GO:0016779|nucleotidyltransferase activity|molecular function",DNA primase large subunitsK02685 PRI2; DNA primase large subunit
KWMTBOMO01806,LOC101743411,_,101743411,PREDICTED:_manganese-transporting_ATPase_13A1_[Plutella_xylostella],GO:0000166|nucleotide binding|molecular function;GO:0006812|cation transport|biological process;GO:0016021|integral component of membrane|cellular component;GO:0016887|ATPase activity|molecular function,manganese-transporting ATPase 13A1sK14950 ATP13A1; manganese-transporting P-type ATPase [EC:7.2.2.-]
KWMTBOMO01807,CPR57,_,100379414,cuticular_protein_RR-1_motif_57_precursor_[Bombyx_mori],GO:0042302|structural constituent of cuticle|molecular function,NA
KWMTBOMO01808,LOC101743645,_,101743645,hypothetical_protein_KGM_03125_[Danaus_plexippus],-,LIM domain transcription factor LMO4sK24099 LMO4; LIM domain transcription factor LMO4
KWMTBOMO01809,NA,_,101743645,LIM_domain_transcription_factor_LMO4-B_[Papilio_machaon],-,LIM domain transcription factor LMO4sK24099 LMO4; LIM domain transcription factor LMO4
KWMTBOMO01810,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO01811,LOC101740151,_,101740151,sodium/solute_symporter_[Danaus_plexippus],GO:0016020|membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,"sodium-coupled monocarboxylate transporter 1sK14388 SLC5A8_12; solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12"
KWMTBOMO01812,LOC101743892,_,101743892,hypothetical_protein_KGM_03116_[Danaus_plexippus],GO:0005515|protein binding|molecular function,NA
KWMTBOMO01813,LOC101744036,_,101744036,proline_transporter_[Danaus_plexippus],GO:0005328|neurotransmitter:sodium symporter activity|molecular function;GO:0016021|integral component of membrane|cellular component,NA
KWMTBOMO01814,LOC692784,_,692784,uricase_[Bombyx_mori],GO:0004846|urate oxidase activity|molecular function;GO:0006144|purine nucleobase metabolic process|biological process;GO:0055114|oxidation-reduction process|biological process,uricasesK00365 uaZ; urate oxidase [EC:1.7.3.3]
KWMTBOMO01815,LOC101735630,_,101735630,PREDICTED:_MAGUK_p55_subfamily_member_6_[Bombyx_mori],GO:0003824|catalytic activity|molecular function;GO:0005515|protein binding|molecular function;GO:0008033|tRNA processing|biological process;GO:0017150|tRNA dihydrouridine synthase activity|molecular function;GO:0046872|metal ion binding|molecular function;GO:0050660|flavin adenine dinucleotide binding|molecular function;GO:0055114|oxidation-reduction process|biological process,MAGUK p55 subfamily member 6 isoform X1sK24048 MPP2_6; MAGUK p55 subfamily member 2/6
KWMTBOMO01816,LOC105842295,_,100158253,endonuclease-reverse_transcriptase_[Bombyx_mori],-,Pi3k60; phosphatidylinositol 3-kinase 60sK02649 PIK3R1_2_3; phosphoinositide-3-kinase regulatory subunit alpha/beta/delta
KWMTBOMO01817,LOC101736027,_,101743381,hypothetical_protein_KGM_21268_[Danaus_plexippus],GO:0003676|nucleic acid binding|molecular function;GO:0005524|ATP binding|molecular function,ATP-dependent RNA helicase DBP2sK13178 DDX17; ATP-dependent RNA helicase DDX17 [EC:3.6.4.13]
KWMTBOMO01818,LOC101740295,_,101740295,PREDICTED:_polycomb_protein_Asx_[Papilio_machaon],-,polycomb protein AsxsK11471 ASXL; additional sex combs-like protein
KWMTBOMO01819,LOC101740689,_,101740689,PREDICTED:_plexin-C1_[Amyelois_transitella],GO:0005515|protein binding|molecular function;GO:0007165|signal transduction|biological process;GO:0017154|semaphorin receptor activity|molecular function;GO:0071526|semaphorin-plexin signaling pathway|biological process,NA
KWMTBOMO01820,LOC101740165,_,101740829,PREDICTED:_transformation/transcription_domain-associated_protein_[Papilio_xuthus],GO:0000123|histone acetyltransferase complex|cellular component;GO:0005515|protein binding|molecular function;GO:0005634|nucleus|cellular component;GO:0016573|histone acetylation|biological process,transcription-associated protein 1 isoform X1sK08874 TRRAP; transformation/transcription domain-associated protein
KWMTBOMO01821,LOC101744329,_,101744329,PREDICTED:_fibronectin_type-III_domain-containing_protein_3a_isoform_X2_[Bombyx_mori],GO:0005515|protein binding|molecular function,fibronectin type-III domain-containing protein 3a isoform X1sK24485 FNDC3; fibronectin type III domain-containing protein 3
KWMTBOMO01822,LOC101740975,_,NA,PREDICTED:_uncharacterized_protein_LOC106143070_[Amyelois_transitella],-,NA
KWMTBOMO01823,LOC105841392,_,105842764,"PREDICTED:_uncharacterized_protein_LOC105842764,_partial_[Bombyx_mori]",-,NA
KWMTBOMO01824,LOC101744473,_,101744473,Uncharacterized_protein_OBRU01_10722_[Operophtera_brumata],-,NA
KWMTBOMO01825,irp2,_,100862784,immune-related_protein_2_precursor_[Bombyx_mori],-,NA
KWMTBOMO01826,LOC732942,_,732942,transcription_elongation_factor_S-II_[Bombyx_mori],"GO:0003676|nucleic acid binding|molecular function;GO:0005634|nucleus|cellular component;GO:0006351|transcription, DNA-templated|biological process;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0008270|zinc ion binding|molecular function",transcription elongation factor S-IIsK03145 TFIIS; transcription elongation factor S-II
KWMTBOMO01827,LOC101744619,_,101744619,PREDICTED:_zinc_finger_protein_Xfin-like_isoform_X2_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,NA
KWMTBOMO01828,LOC101744759,_,101744759,PREDICTED:_uncharacterized_protein_LOC106127707_[Papilio_xuthus],-,NA
KWMTBOMO01829,CTL5,_,692946,C-type_lectin_5_precursor_[Bombyx_mori],-,NA
KWMTBOMO01830,LOC101744997,_,101744997,PREDICTED:_NHL_repeat-containing_protein_2_isoform_X1_[Bombyx_mori],GO:0005515|protein binding|molecular function;GO:0045454|cell redox homeostasis|biological process,NA
KWMTBOMO01831,LOC101745143,_,101745143,PREDICTED:_cysteine_protease_ATG4B_isoform_X1_[Amyelois_transitella],GO:0004197|cysteine-type endopeptidase activity|molecular function;GO:0006508|proteolysis|biological process;GO:0006914|autophagy|biological process,cysteine protease ATG4BsK08342 ATG4; cysteine protease ATG4 [EC:3.4.22.-]
KWMTBOMO01832,LOC101745294,_,101745294,PREDICTED:_LOW_QUALITY_PROTEIN:_protein_phosphatase_1L_[Bombyx_mori],GO:0003824|catalytic activity|molecular function;GO:0004722|protein serine/threonine phosphatase activity|molecular function;GO:0006470|protein dephosphorylation|biological process;GO:0043169|cation binding|molecular function,protein phosphatase 1LsK17506 PPM1L; protein phosphatase 1L [EC:3.1.3.16]
